review,rating,date,bank,source
the worst app ever to exist in a bank history,1,2025-08-15,Abbysinia Bank,Google Play
thank you,5,2025-08-14,Abbysinia Bank,Google Play
Best mobile app in the country,5,2025-08-14,Abbysinia Bank,Google Play
not fast,2,2025-08-12,Abbysinia Bank,Google Play
keeps freezing at the front page.,1,2025-08-10,Abbysinia Bank,Google Play
abseniya bank app,5,2025-08-08,Abbysinia Bank,Google Play
it is not working on redminote 11 pro+ pls fix it,1,2025-08-08,Abbysinia Bank,Google Play
good,5,2025-08-05,Abbysinia Bank,Google Play
yes goode app,5,2025-08-03,Abbysinia Bank,Google Play
Great App,5,2025-08-02,Abbysinia Bank,Google Play
1) Crashes repeatedly 2) Takes Century to Boot 3) Repeatedly requires Update which is very annoying. 4) It doesn't ask for Password for one step confirmation when transferring money. 5) Automatically stops music when the app is launched (it doesn't really matter just fyi) Overall this have to be the worst mobile banking app I have tried so far and should not be released with all these bugs & issues.,1,2025-08-02,Abbysinia Bank,Google Play
ረጀብነሱ,1,2025-07-31,Abbysinia Bank,Google Play
The Worst Mobile Banking App.,1,2025-07-31,Abbysinia Bank,Google Play
giod,5,2025-07-30,Abbysinia Bank,Google Play
best bank in ethiopia,5,2025-07-29,Abbysinia Bank,Google Play
waqayyoo,5,2025-07-28,Abbysinia Bank,Google Play
please is not working,2,2025-07-27,Abbysinia Bank,Google Play
nothing when I need to install the Apk it say that re-up date,5,2025-07-25,Abbysinia Bank,Google Play
I can log in from any where,5,2025-07-23,Abbysinia Bank,Google Play
😇,3,2025-07-21,Abbysinia Bank,Google Play
👍👍👍,5,2025-07-20,Abbysinia Bank,Google Play
no proplem,5,2025-07-20,Abbysinia Bank,Google Play
excellent app,5,2025-07-18,Abbysinia Bank,Google Play
☹️,5,2025-07-15,Abbysinia Bank,Google Play
good work,5,2025-07-15,Abbysinia Bank,Google Play
excellent,5,2025-07-14,Abbysinia Bank,Google Play
Good,5,2025-07-14,Abbysinia Bank,Google Play
Great BoA,5,2025-07-14,Abbysinia Bank,Google Play
Okay,4,2025-07-13,Abbysinia Bank,Google Play
not working,1,2025-07-12,Abbysinia Bank,Google Play
This App is Getting worse and worse with every update,2,2025-07-11,Abbysinia Bank,Google Play
ምርጥ ነው,1,2025-07-10,Abbysinia Bank,Google Play
nice,5,2025-07-10,Abbysinia Bank,Google Play
Best app,5,2025-07-08,Abbysinia Bank,Google Play
meku,5,2025-07-07,Abbysinia Bank,Google Play
nice,4,2025-07-04,Abbysinia Bank,Google Play
awasome app go a head,5,2025-07-04,Abbysinia Bank,Google Play
it sucks as hell. it crashes most of the time and takes a long time to load .,1,2025-07-03,Abbysinia Bank,Google Play
😎,5,2025-07-03,Abbysinia Bank,Google Play
wow,5,2025-07-01,Abbysinia Bank,Google Play
Easy and very nice app to load more than the previouse but in recent time some loading problem detected.,5,2025-07-01,Abbysinia Bank,Google Play
"The worst MBA I have experienced, The app crush frequently and they take to long to fix the problem even more than a week.",1,2025-06-27,Abbysinia Bank,Google Play
amazing Banks App👌👌,3,2025-06-25,Abbysinia Bank,Google Play
goof,5,2025-06-25,Abbysinia Bank,Google Play
good App fore me,5,2025-06-25,Abbysinia Bank,Google Play
"very uninterested it's not working when the ""developer mode on"" i haven't off the developer options i preferred to uninstall your app .....",1,2025-06-24,Abbysinia Bank,Google Play
fantastic,5,2025-06-22,Abbysinia Bank,Google Play
👍,4,2025-06-21,Abbysinia Bank,Google Play
it's nice to use.,5,2025-06-21,Abbysinia Bank,Google Play
app doesn't start,1,2025-06-21,Abbysinia Bank,Google Play
Excellent application,5,2025-06-18,Abbysinia Bank,Google Play
its very bad app its very slow,1,2025-06-17,Abbysinia Bank,Google Play
good,1,2025-06-15,Abbysinia Bank,Google Play
ብዙዬ ሺዋየ በለጠ,1,2025-06-15,Abbysinia Bank,Google Play
Good job!,5,2025-06-13,Abbysinia Bank,Google Play
best financial app.,5,2025-06-12,Abbysinia Bank,Google Play
ቆንጆ ነው በርቱ,5,2025-06-11,Abbysinia Bank,Google Play
the worst app humans ever created,1,2025-06-09,Abbysinia Bank,Google Play
it's not working,3,2025-06-05,Abbysinia Bank,Google Play
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Abbysinia Bank,Google Play
exceptional,5,2025-06-03,Abbysinia Bank,Google Play
BoA Mobile good bank,5,2025-06-02,Abbysinia Bank,Google Play
this is worest app 24/7 loading,1,2025-06-01,Abbysinia Bank,Google Play
BoA system is confartable,5,2025-06-01,Abbysinia Bank,Google Play
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Abbysinia Bank,Google Play
Good service.,3,2025-05-25,Abbysinia Bank,Google Play
the app crush frequently,1,2025-05-24,Abbysinia Bank,Google Play
You guys keeps getting worst,1,2025-05-22,Abbysinia Bank,Google Play
good,5,2025-05-22,Abbysinia Bank,Google Play
good,5,2025-05-21,Abbysinia Bank,Google Play
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Abbysinia Bank,Google Play
BoA,2,2025-05-20,Abbysinia Bank,Google Play
good,5,2025-05-20,Abbysinia Bank,Google Play
but not opening on android,4,2025-05-19,Abbysinia Bank,Google Play
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Abbysinia Bank,Google Play
amazing,5,2025-05-18,Abbysinia Bank,Google Play
excellent,5,2025-05-15,Abbysinia Bank,Google Play
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Abbysinia Bank,Google Play
nice,5,2025-05-10,Abbysinia Bank,Google Play
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Abbysinia Bank,Google Play
Best app,5,2025-05-09,Abbysinia Bank,Google Play
liking this application good 👍,5,2025-05-07,Abbysinia Bank,Google Play
good,5,2025-05-06,Abbysinia Bank,Google Play
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Abbysinia Bank,Google Play
good,5,2025-05-02,Abbysinia Bank,Google Play
good,4,2025-04-30,Abbysinia Bank,Google Play
good,4,2025-04-30,Abbysinia Bank,Google Play
wow,5,2025-04-28,Abbysinia Bank,Google Play
it's really good 👍,5,2025-04-23,Abbysinia Bank,Google Play
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Abbysinia Bank,Google Play
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Abbysinia Bank,Google Play
Best,2,2025-04-19,Abbysinia Bank,Google Play
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Abbysinia Bank,Google Play
yideg,1,2025-04-18,Abbysinia Bank,Google Play
great boa,5,2025-04-10,Abbysinia Bank,Google Play
Best,5,2025-04-10,Abbysinia Bank,Google Play
boa of mobile backing,5,2025-04-09,Abbysinia Bank,Google Play
nice,5,2025-04-09,Abbysinia Bank,Google Play
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Abbysinia Bank,Google Play
faster bank of Abissinya,5,2025-04-08,Abbysinia Bank,Google Play
it just doesn't work...so frustrating,1,2025-04-07,Abbysinia Bank,Google Play
like,5,2025-04-06,Abbysinia Bank,Google Play
it's not work correctly... you must have update it,1,2025-04-06,Abbysinia Bank,Google Play
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Abbysinia Bank,Google Play
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Abbysinia Bank,Google Play
good but they don't update enough don't add new things,3,2025-04-04,Abbysinia Bank,Google Play
very good,5,2025-04-03,Abbysinia Bank,Google Play
thank you,5,2025-04-02,Abbysinia Bank,Google Play
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Abbysinia Bank,Google Play
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Abbysinia Bank,Google Play
good application,5,2025-03-30,Abbysinia Bank,Google Play
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Abbysinia Bank,Google Play
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Abbysinia Bank,Google Play
always problematic hardly works,1,2025-03-26,Abbysinia Bank,Google Play
very good,5,2025-03-25,Abbysinia Bank,Google Play
best app,5,2025-03-25,Abbysinia Bank,Google Play
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Abbysinia Bank,Google Play
great BoA,5,2025-03-22,Abbysinia Bank,Google Play
best,5,2025-03-21,Abbysinia Bank,Google Play
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Abbysinia Bank,Google Play
good,5,2025-03-21,Abbysinia Bank,Google Play
good,5,2025-03-19,Abbysinia Bank,Google Play
there is no speed,1,2025-03-19,Abbysinia Bank,Google Play
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Abbysinia Bank,Google Play
wonderful,5,2025-03-19,Abbysinia Bank,Google Play
all worck,5,2025-03-19,Abbysinia Bank,Google Play
Loved it,5,2025-03-14,Abbysinia Bank,Google Play
Wow,1,2025-03-14,Abbysinia Bank,Google Play
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Abbysinia Bank,Google Play
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-11,Abbysinia Bank,Google Play
BoA Greqt Ethiopian bank.,5,2025-03-11,Abbysinia Bank,Google Play
BoA,5,2025-03-11,Abbysinia Bank,Google Play
Improved to be the best,5,2025-03-11,Abbysinia Bank,Google Play
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Abbysinia Bank,Google Play
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Abbysinia Bank,Google Play
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Abbysinia Bank,Google Play
Wonderfull app,5,2025-03-08,Abbysinia Bank,Google Play
i can't use this app why?,5,2025-03-07,Abbysinia Bank,Google Play
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Abbysinia Bank,Google Play
Wow,4,2025-03-05,Abbysinia Bank,Google Play
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Abbysinia Bank,Google Play
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Abbysinia Bank,Google Play
Good app,5,2025-03-03,Abbysinia Bank,Google Play
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-03,Abbysinia Bank,Google Play
It has good features but sometimes it doesn't work...0,1,2025-03-02,Abbysinia Bank,Google Play
